=====================================================================
testing with 8388608 points.

> created 8388608 random points in 0.492570 seconds.
> created a mtree with 8388608 random points in 45.968277 seconds with height 5.
> found 10664/8388608 points with Q:(0.09627, 0.729024) and r=0.02 | I/O = 152 | in 0.000687 seconds.
> found 10564/8388608 points with Q:(0.680235, 0.290294) and r=0.02 | I/O = 144 | in 0.000433 seconds.
> found 10439/8388608 points with Q:(0.420404, 0.281089) and r=0.02 | I/O = 156 | in 0.000473 seconds.
> found 10466/8388608 points with Q:(0.0912224, 0.412131) and r=0.02 | I/O = 152 | in 0.000472 seconds.
> found 10617/8388608 points with Q:(0.105098, 0.311997) and r=0.02 | I/O = 151 | in 0.000448 seconds.
> found 10387/8388608 points with Q:(0.751162, 0.379625) and r=0.02 | I/O = 153 | in 0.000486 seconds.
> found 10626/8388608 points with Q:(0.23842, 0.652981) and r=0.02 | I/O = 159 | in 0.000466 seconds.
> found 10593/8388608 points with Q:(0.58538, 0.590929) and r=0.02 | I/O = 146 | in 0.000443 seconds.
> found 10401/8388608 points with Q:(0.76751, 0.668722) and r=0.02 | I/O = 150 | in 0.000448 seconds.
> found 10605/8388608 points with Q:(0.17651, 0.0855145) and r=0.02 | I/O = 150 | in 0.000453 seconds.
> found 10698/8388608 points with Q:(0.101029, 0.671303) and r=0.02 | I/O = 153 | in 0.000456 seconds.
> found 10554/8388608 points with Q:(0.165734, 0.771181) and r=0.02 | I/O = 147 | in 0.000448 seconds.
> found 10595/8388608 points with Q:(0.694576, 0.553439) and r=0.02 | I/O = 152 | in 0.000492 seconds.
> found 10498/8388608 points with Q:(0.345833, 0.683523) and r=0.02 | I/O = 162 | in 0.000480 seconds.
> found 10479/8388608 points with Q:(0.337459, 0.633252) and r=0.02 | I/O = 150 | in 0.000445 seconds.
> found 10493/8388608 points with Q:(0.365929, 0.490713) and r=0.02 | I/O = 152 | in 0.000452 seconds.
> found 10420/8388608 points with Q:(0.781007, 0.627134) and r=0.02 | I/O = 153 | in 0.000454 seconds.
> found 10597/8388608 points with Q:(0.908222, 0.0461643) and r=0.02 | I/O = 153 | in 0.000454 seconds.
> found 10516/8388608 points with Q:(0.458295, 0.20141) and r=0.02 | I/O = 158 | in 0.000495 seconds.
> found 5200/8388608 points with Q:(0.513408, 0.999445) and r=0.02 | I/O = 75 | in 0.000206 seconds.
> found 10531/8388608 points with Q:(0.37907, 0.563393) and r=0.02 | I/O = 153 | in 0.000485 seconds.
> found 10665/8388608 points with Q:(0.216374, 0.26457) and r=0.02 | I/O = 148 | in 0.000455 seconds.
> found 10543/8388608 points with Q:(0.8555, 0.61749) and r=0.02 | I/O = 156 | in 0.000452 seconds.
> found 10661/8388608 points with Q:(0.286212, 0.801754) and r=0.02 | I/O = 154 | in 0.000462 seconds.
> found 10477/8388608 points with Q:(0.887269, 0.62301) and r=0.02 | I/O = 155 | in 0.000460 seconds.
> found 10754/8388608 points with Q:(0.294313, 0.462721) and r=0.02 | I/O = 147 | in 0.000448 seconds.
> found 9038/8388608 points with Q:(0.233902, 0.988297) and r=0.02 | I/O = 118 | in 0.000359 seconds.
> found 10487/8388608 points with Q:(0.541736, 0.460046) and r=0.02 | I/O = 157 | in 0.000465 seconds.
> found 10577/8388608 points with Q:(0.143569, 0.928478) and r=0.02 | I/O = 151 | in 0.000453 seconds.
> found 10770/8388608 points with Q:(0.56173, 0.887569) and r=0.02 | I/O = 153 | in 0.000464 seconds.
> found 10545/8388608 points with Q:(0.378283, 0.481028) and r=0.02 | I/O = 147 | in 0.000446 seconds.
> found 10620/8388608 points with Q:(0.108162, 0.92766) and r=0.02 | I/O = 150 | in 0.000445 seconds.
> found 10573/8388608 points with Q:(0.973824, 0.159289) and r=0.02 | I/O = 148 | in 0.000447 seconds.
> found 10106/8388608 points with Q:(0.3607, 0.0163841) and r=0.02 | I/O = 132 | in 0.000435 seconds.
> found 10042/8388608 points with Q:(0.0158289, 0.432119) and r=0.02 | I/O = 135 | in 0.000409 seconds.

avg percentage of points found: 0.122668% | avg I/O: 146.82


> main finished after 46.776512 seconds
